Format,LMUTelemetry v3
Version,1
Player,Daniel Karasi
TrackName,Circuit de Spa-Francorchamps
CarClass,GTE
CarName,TF Sport #72:LM
SessionUTC,2025-11-21T10:50:59Z
LapTime [s],0.000
TrackLen [m],6981.600586
NumSectors,3
Sector1End [m],2327.200195
Sector2End [m],4654.400391
Sector3End [m],6981.600586
GameVersion,1.0
Event,Practice

LapDistance [m],Sector [int],Speed [km/h],EngineRevs [rpm],ThrottlePercentage [%],BrakePercentage [%],Steer [%],Gear [int],X [m],Z [m]
195.556,0,101.56,4939.72,0.00,46.03,-19.57,2,-338.08,900.82
195.556,0,100.77,4906.97,0.00,46.03,-19.57,2,-338.39,901.28
195.556,0,100.02,4870.14,0.00,46.03,-19.57,2,-338.69,901.75
195.556,0,99.46,4838.77,0.00,44.44,-19.57,2,-338.99,902.20
195.556,0,98.80,4806.02,0.00,44.44,-19.57,2,-339.29,902.66
195.556,0,98.24,5493.57,36.51,44.44,-19.57,0,-339.59,903.11
195.556,0,97.58,5896.01,25.40,44.44,0.00,0,-339.89,903.56
195.556,0,97.02,6091.09,19.05,44.44,0.00,0,-340.18,904.01
195.556,0,96.46,6144.29,14.29,44.44,0.00,0,-340.47,904.45
195.556,0,95.59,6121.10,12.70,44.44,0.00,0,-340.76,904.90
200.945,0,94.25,6054.25,0.00,44.44,0.00,1,-341.05,905.33
200.945,0,94.04,5999.69,0.00,44.44,-19.57,1,-341.34,905.77
200.945,0,93.23,5956.03,0.00,44.44,-19.57,1,-341.62,906.20
200.945,0,92.51,5913.74,0.00,44.44,-19.57,1,-341.90,906.63
200.945,0,91.82,5871.45,0.00,44.44,-19.57,1,-342.18,907.05
200.945,0,91.14,5831.89,0.00,44.44,-19.57,1,-342.45,907.47
200.945,0,90.48,5785.51,0.00,44.44,0.00,1,-342.72,907.89
200.945,0,89.77,5744.58,0.00,44.44,0.00,1,-343.00,908.30
200.945,0,89.77,5744.58,0.00,44.44,0.00,1,-343.00,908.30
200.945,0,89.18,5696.84,0.00,44.44,0.00,1,-343.26,908.71
200.945,0,88.61,5654.55,0.00,44.44,0.00,1,-343.53,909.12
205.934,0,87.73,5606.80,0.00,44.44,0.00,1,-343.80,909.53
205.934,0,87.17,5565.88,0.00,44.44,0.00,1,-344.06,909.93
205.934,0,86.42,5520.86,0.00,44.44,0.00,1,-344.32,910.33
205.934,0,85.76,5478.57,0.00,44.44,0.00,1,-344.58,910.73
205.934,0,85.11,5434.91,0.00,44.44,0.00,1,-344.84,911.12
205.934,0,84.38,5393.99,0.00,44.44,0.00,1,-345.09,911.51
205.934,0,83.73,5353.06,0.00,44.44,0.00,1,-345.35,911.89
205.934,0,82.51,5272.58,0.00,44.44,0.00,1,-345.84,912.66
205.934,0,81.79,5230.29,0.00,44.44,0.00,1,-346.09,913.04
210.554,0,80.91,5192.09,0.00,44.44,0.00,1,-346.34,913.41
210.554,0,80.32,5149.80,0.00,44.44,0.00,1,-346.58,913.78
210.554,0,79.19,5070.68,0.00,44.44,0.00,1,-347.05,914.51
210.554,0,78.48,5029.75,0.00,42.86,0.00,1,-347.29,914.88
210.554,0,78.07,4998.37,0.00,41.27,0.00,1,-347.52,915.24
210.554,0,78.07,4998.37,0.00,41.27,0.00,1,-347.52,915.24
210.554,0,77.76,4965.63,0.00,38.10,0.00,1,-347.76,915.59
210.554,0,77.51,4936.99,0.00,33.33,0.00,1,-347.99,915.95
210.554,0,77.41,4912.43,0.00,30.16,19.57,1,-348.22,916.31
210.554,0,77.19,4890.60,0.00,25.40,19.57,1,-348.45,916.66
214.851,0,77.19,4872.87,0.00,22.22,19.57,1,-348.68,917.01
214.851,0,77.10,4853.77,0.00,19.05,0.00,1,-348.91,917.37
214.851,0,76.85,4833.31,0.00,19.05,0.00,1,-349.15,917.73
214.851,0,76.43,4811.48,0.00,19.05,0.00,1,-349.38,918.08
214.851,0,76.03,4788.29,0.00,19.05,0.00,1,-349.61,918.43
214.851,0,75.78,4769.19,0.00,19.05,0.00,1,-349.84,918.79
214.851,0,75.37,4746.00,0.00,19.05,0.00,1,-350.07,919.14
214.851,0,75.12,4725.54,0.00,19.05,19.57,1,-350.30,919.49
214.851,0,74.66,4703.71,0.00,19.05,19.57,1,-350.52,919.84
214.851,0,74.19,4681.88,0.00,20.63,19.57,1,-350.75,920.18
219.048,0,73.88,4661.42,0.00,20.63,19.57,1,-350.97,920.53
219.048,0,73.53,4639.59,0.00,19.05,39.14,1,-351.19,920.87
219.048,0,73.28,4619.13,0.00,19.05,39.14,1,-351.41,921.21
219.048,0,72.81,4597.30,0.00,20.63,39.14,1,-351.63,921.55
219.048,0,72.41,4574.11,0.00,20.63,58.71,1,-351.85,921.89
219.048,0,72.19,4553.65,0.00,19.05,78.28,1,-352.07,922.23
219.048,0,71.69,4529.10,0.00,19.05,97.85,1,-352.29,922.56
219.048,0,71.47,4508.63,0.00,19.05,100.00,1,-352.50,922.90
219.048,0,71.16,4490.90,0.00,19.05,100.00,1,-352.71,923.23
219.048,0,70.95,4469.07,0.00,17.46,100.00,1,-352.93,923.56
