Format,LMUTelemetry v3
Version,1
Player,Damon Blackburn
TrackName,Circuit de Spa-Francorchamps
CarClass,GTE
CarName,Proton Competition #911:LM
SessionUTC,2025-11-21T10:50:24Z
LapTime [s],0.000
TrackLen [m],6981.600586
NumSectors,3
Sector1End [m],2327.200195
Sector2End [m],4654.400391
Sector3End [m],6981.600586
GameVersion,1.0
Event,Practice

LapDistance [m],Sector [int],Speed [km/h],EngineRevs [rpm],ThrottlePercentage [%],BrakePercentage [%],Steer [%],Gear [int],X [m],Z [m]
187.033,0,137.64,7230.18,0.00,65.08,-19.57,3,-336.17,897.44
187.033,0,136.41,7160.61,0.00,65.08,-19.57,3,-336.57,898.07
187.033,0,135.35,7108.77,0.00,65.08,-19.57,3,-336.97,898.71
187.033,0,134.41,7050.11,0.00,65.08,-19.57,3,-337.37,899.33
194.657,0,133.13,6987.36,0.00,65.08,-19.57,3,-337.77,899.95
194.657,0,132.28,6940.97,0.00,65.08,-19.57,3,-338.16,900.57
194.657,0,131.14,6882.31,0.00,65.08,-19.57,3,-338.56,901.18
194.657,0,129.54,6818.20,0.00,66.67,0.00,3,-338.94,901.79
194.657,0,128.79,6775.91,0.00,66.67,0.00,3,-339.33,902.39
194.657,0,127.48,6717.25,0.00,66.67,0.00,3,-339.71,902.98
194.657,0,126.20,6664.05,0.00,69.84,0.00,3,-340.08,903.57
194.657,0,124.80,7382.97,41.27,73.02,19.57,0,-340.46,904.15
194.657,0,123.49,7774.49,25.40,77.78,19.57,0,-340.83,904.73
194.657,0,122.11,7923.19,15.87,80.95,19.57,0,-341.19,905.30
201.655,0,120.14,7916.37,11.11,82.54,19.57,0,-341.55,905.86
201.655,0,119.07,7794.95,4.76,82.54,39.14,0,-341.90,906.41
201.655,0,119.07,7794.95,4.76,82.54,39.14,0,-341.90,906.41
201.655,0,116.11,7328.40,0.00,82.54,39.14,2,-342.60,907.50
201.655,0,115.58,7167.43,0.00,80.95,39.14,2,-342.94,908.04
201.655,0,114.08,7039.20,0.00,80.95,39.14,2,-343.28,908.57
201.655,0,112.62,6940.97,0.00,80.95,19.57,2,-343.61,909.09
201.655,0,110.94,6879.59,0.00,77.78,19.57,2,-343.94,909.61
201.655,0,110.09,6872.77,0.00,76.19,19.57,2,-344.27,910.11
201.655,0,107.94,6962.80,0.00,73.02,39.14,2,-344.58,910.62
207.862,0,107.57,7101.95,0.00,69.84,39.14,2,-344.90,911.11
207.862,0,107.73,7104.68,0.00,68.25,58.71,2,-345.21,911.60
207.862,0,107.10,7046.02,0.00,66.67,58.71,2,-345.52,912.09
207.862,0,106.14,6983.26,0.00,66.67,58.71,2,-345.83,912.58
207.862,0,104.77,6890.50,0.00,69.84,58.71,2,-346.14,913.07
207.862,0,103.89,6795.01,0.00,69.84,58.71,2,-346.45,913.55
